,IOC,Breeding Range,Order,Family,Norwegian
3450,Psilopogon asiaticus,OR,PICIFORMES,Megalaimidae,blåstrupeskjeggfugl
3451,Psilopogon chersonesus,OR,PICIFORMES,Megalaimidae,turkisstrupeskjeggfugl
3452,Psilopogon monticola,OR,PICIFORMES,Megalaimidae,bergskjeggfugl
3453,Psilopogon incognitus,OR,PICIFORMES,Megalaimidae,blåkinnskjeggfugl
3454,Psilopogon henricii,OR,PICIFORMES,Megalaimidae,gulbrynskjeggfugl
3455,Psilopogon armillaris,OR,PICIFORMES,Megalaimidae,armillaskjeggfugl
3456,Psilopogon pulcherrimus,OR,PICIFORMES,Megalaimidae,gullnakkeskjeggfugl
3457,Psilopogon australis,OR,PICIFORMES,Megalaimidae,småskjeggfugl
3458,Psilopogon duvaucelii,OR,PICIFORMES,Megalaimidae,svartøreskjeggfugl
3459,Psilopogon eximius,OR,PICIFORMES,Megalaimidae,fagerskjeggfugl
3460,Psilopogon rubricapillus,OR,PICIFORMES,Megalaimidae,flammeskjeggfugl
3461,Psilopogon malabaricus,OR,PICIFORMES,Megalaimidae,malabarskjeggfugl
3462,Psilopogon haemacephalus,OR,PICIFORMES,Megalaimidae,smedskjeggfugl
3463,Caloramphus fuliginosus,OR,PICIFORMES,Megalaimidae,brunskjeggfugl
3464,Caloramphus hayii,OR,PICIFORMES,Megalaimidae,sotskjeggfugl
3465,Gymnobucco bonapartei,AF,PICIFORMES,Lybiidae,gråstrupeskjeggfugl
3466,Gymnobucco sladeni,AF,PICIFORMES,Lybiidae,kongoskjeggfugl
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,børsteskjeggfugl
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,nakenhodeskjeggfugl
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,hvitbrynskjeggfugl
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,hvitvingeskjeggfugl
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,gulmaskeskjeggfugl
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,olivenskjeggfugl
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,fregnekobberslager
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,grønnkobberslager
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,skjeggkobberslager
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,gulnakkekobberslager
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,rødgumpkobberslager
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,gulstrupekobberslager
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,gulgumpkobberslager
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,rødpannekobberslager
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,gullpannekobberslager
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,skjellskjeggfugl
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,hårbrystskjeggfugl
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,diademskjeggfugl
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,miomboskjeggfugl
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,akasieskjeggfugl
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,tåreskjeggfugl
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,krattskjeggfugl
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,bølgeskjeggfugl
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,bloddråpeskjeggfugl
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,hvithodeskjeggfugl
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,fregneskjeggfugl
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,rødmeskjeggfugl
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,svartnebbskjeggfugl
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,krageskjeggfugl
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,brunbelteskjeggfugl
3497,Lybius minor,AF,PICIFORMES,Lybiidae,oransjebukskjeggfugl
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,totannskjeggfugl
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,svartbelteskjeggfugl
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,trikolorskjeggfugl
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,praktperleskjeggfugl
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,topperleskjeggfugl
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,termittperleskjeggfugl
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,sahelperleskjeggfugl
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,småperleskjeggfugl
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,masaiperleskjeggfugl
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,sotsnyltefugl
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,alvesnyltefugl
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,bleksnyltefugl
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,kongosnyltefugl
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,gulbeinsnyltefugl
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,dvergvokseter
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,skyggevokseter
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,blekvokseter
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,skjeggvokseter
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,gråvokseter
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,flekkvokseter
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,skjellstrupevokseter
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,gulgumpvokseter
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,gulskuldervokseter
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,honninglos
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,lyrevokseter
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,vendehals
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,rustvendehals
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,flekkpikulett
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,amazonpikulett
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,selvaspikulett
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,orinocopikulett
3529,Picumnus exilis,SA,PICIFORMES,Picidae,ildkronepikulett
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,krattpikulett
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,skjellpikulett
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,hvitbukpikulett
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,guyanapikulett
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,perlepikulett
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,sjakkpikulett
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,varzeapikulett
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,båndpikulett
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,pilspisspikulett
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,okernakkepikulett
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,kilepikulett
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,rusthalspikulett
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,rustpikulett
3543,Picumnus limae,SA,PICIFORMES,Picidae,brunkinnpikulett
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,brunbrystpikulett
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,mimosapikulett
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,ucayalipikulett
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,olivenpikulett
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,colombiapikulett
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,kastanjepikulett
3550,Verreauxia africana,AF,PICIFORMES,Picidae,afrikapikulett
3551,Sasia abnormis,OR,PICIFORMES,Picidae,malaypikulett
3552,Sasia ochracea,OR,PICIFORMES,Picidae,hvitbrynpikulett
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,rødtopphjertespett
3554,Hemicircus canente,OR,PICIFORMES,Picidae,svarttopphjertespett
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,hvitspett
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,eikespett
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,amazonspett
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,gulstrupespett
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,gullnakkespett
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,praktspett
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,svartørespett
3562,Melanerpes cactorum,SA,PICIFORMES,Picidae,hvitpannespett
3563,Melanerpes chrysogenys,MA,PICIFORMES,Picidae,gullkinnspett
3564,Melanerpes hypopolius,MA,PICIFORMES,Picidae,gråbrystspett
3565,Melanerpes pygmaeus,MA,PICIFORMES,Picidae,yucatánspett
3566,Melanerpes rubricapillus,"MA, SA",PICIFORMES,Picidae,rødkronespett
3567,Melanerpes uropygialis,"NA, MA",PICIFORMES,Picidae,kaktusspett
3568,Melanerpes hoffmannii,MA,PICIFORMES,Picidae,hagespett
3569,Melanerpes aurifrons,"NA, MA",PICIFORMES,Picidae,mesquitespett
3570,Melanerpes santacruzi,MA,PICIFORMES,Picidae,krattspett
3571,Sphyrapicus thyroideus,"NA, MA",PICIFORMES,Picidae,furusevjespett
3572,Pardipicus nivosus,AF,PICIFORMES,Picidae,rødnakkespett
3573,Pardipicus caroli,AF,PICIFORMES,Picidae,brunørespett
3574,Geocolaptes olivaceus,AF,PICIFORMES,Picidae,jordspett
3575,Campethera punctuligera,AF,PICIFORMES,Picidae,prikkspett
3576,Campethera bennettii,AF,PICIFORMES,Picidae,savannespett
3577,Campethera scriptoricauda,AF,PICIFORMES,Picidae,dråpespett
3578,Campethera nubica,AF,PICIFORMES,Picidae,akasiespett
3579,Campethera abingoni,AF,PICIFORMES,Picidae,bantuspett
3580,Campethera mombassica,AF,PICIFORMES,Picidae,swahilispett
3581,Campethera notata,AF,PICIFORMES,Picidae,kappspett
3582,Campethera maculosa,AF,PICIFORMES,Picidae,bronsespett
3583,Campethera cailliautii,AF,PICIFORMES,Picidae,grønnryggspett
3584,Campethera tullbergi,AF,PICIFORMES,Picidae,epifyttspett
3585,Campethera taeniolaema,AF,PICIFORMES,Picidae,Fine-banded Woodpecker
3586,Yungipicus temminckii,AU,PICIFORMES,Picidae,sulawesispett
3587,Yungipicus nanus,OR,PICIFORMES,Picidae,hinduspett
3588,Yungipicus canicapillus,"OR, PAL",PICIFORMES,Picidae,akrobatspett
3589,Yungipicus maculatus,OR,PICIFORMES,Picidae,filippinerspett
3590,Yungipicus ramsayi,OR,PICIFORMES,Picidae,suluspett
3591,Yungipicus moluccensis,OR,PICIFORMES,Picidae,sundaspett
3592,Yungipicus kizuki,PAL,PICIFORMES,Picidae,knøttspett
3593,Picoides tridactylus,PAL,PICIFORMES,Picidae,tretåspett
3594,Dendrocoptes dorae,PAL,PICIFORMES,Picidae,araberspett
3595,Dendrocoptes auriceps,OR,PICIFORMES,Picidae,bergspett
3596,Dendrocoptes medius,PAL,PICIFORMES,Picidae,mellomspett
3597,Leiopicus mahrattensis,OR,PICIFORMES,Picidae,ildkronespett
3598,Chloropicus namaquus,AF,PICIFORMES,Picidae,skjeggspett
3599,Chloropicus xantholophus,AF,PICIFORMES,Picidae,gulissespett
3600,Chloropicus pyrrhogaster,AF,PICIFORMES,Picidae,ildbukspett
3601,Dendropicos elachus,AF,PICIFORMES,Picidae,sahelspett
3602,Dendropicos poecilolaemus,AF,PICIFORMES,Picidae,flekkbrystspett
3603,Dendropicos abyssinicus,AF,PICIFORMES,Picidae,gullkappespett
3604,Dendropicos fuscescens,AF,PICIFORMES,Picidae,kardinalspett
3605,Dendropicos gabonensis,AF,PICIFORMES,Picidae,flekkspett
3606,Dendropicos lugubris,AF,PICIFORMES,Picidae,sørgespett
3607,Dendropicos stierlingi,AF,PICIFORMES,Picidae,miombospett
3608,Dendropicos elliotii,AF,PICIFORMES,Picidae,sitronspett
3609,Dendropicos goertae,AF,PICIFORMES,Picidae,askehodespett
3610,Dendropicos spodocephalus,AF,PICIFORMES,Picidae,gråhodespett
3611,Dendropicos griseocephalus,AF,PICIFORMES,Picidae,sothodespett
3612,Dendropicos obsoletus,AF,PICIFORMES,Picidae,brunryggspett
3613,Dryobates nuttallii,"NA, MA",PICIFORMES,Picidae,kaliforniaspett
3614,Dryobates scalaris,"NA, MA",PICIFORMES,Picidae,leiderspett
3615,Dryobates cathpharius,"OR, PAL",PICIFORMES,Picidae,karminbrystspett
3616,Dryobates pernyii,"OR, PAL",PICIFORMES,Picidae,Necklaced Woodpecker
3617,Dryobates minor,PAL,PICIFORMES,Picidae,dvergspett
3618,Veniliornis passerinus,SA,PICIFORMES,Picidae,spurvespett
3619,Veniliornis frontalis,SA,PICIFORMES,Picidae,jadespett
3620,Veniliornis spilogaster,SA,PICIFORMES,Picidae,spraglespett
3621,Veniliornis mixtus,SA,PICIFORMES,Picidae,alvespett
3622,Veniliornis lignarius,SA,PICIFORMES,Picidae,nymfespett
3623,Veniliornis callonotus,SA,PICIFORMES,Picidae,skarlagenspett
3624,Veniliornis dignus,SA,PICIFORMES,Picidae,blodnakkespett
3625,Veniliornis nigriceps,SA,PICIFORMES,Picidae,andesspett
3626,Veniliornis sanguineus,SA,PICIFORMES,Picidae,blodspett
3627,Veniliornis kirkii,"MA, SA",PICIFORMES,Picidae,rødgumpspett
3628,Veniliornis affinis,SA,PICIFORMES,Picidae,jungelspett
3629,Veniliornis chocoensis,SA,PICIFORMES,Picidae,chocospett
3630,Veniliornis cassini,SA,PICIFORMES,Picidae,guyanaspett
3631,Veniliornis maculifrons,SA,PICIFORMES,Picidae,parkspett
3632,Leuconotopicus fumigatus,"MA, SA",PICIFORMES,Picidae,brunspett
3633,Leuconotopicus arizonae,"NA, MA",PICIFORMES,Picidae,sierramadrespett
3634,Leuconotopicus stricklandi,MA,PICIFORMES,Picidae,mexicospett
3635,Leuconotopicus villosus,"NA, MA",PICIFORMES,Picidae,indianerspett
3636,Dendrocopos hyperythrus,OR,PICIFORMES,Picidae,ferskenspett
3637,Dendrocopos macei,OR,PICIFORMES,Picidae,okerbrystspett
3638,Dendrocopos analis,OR,PICIFORMES,Picidae,fregnespett
3639,Dendrocopos atratus,OR,PICIFORMES,Picidae,furuspett
3640,Dendrocopos darjellensis,OR,PICIFORMES,Picidae,mosespett
3641,Dendrocopos himalayensis,PAL,PICIFORMES,Picidae,himalayaspett
3642,Dendrocopos assimilis,PAL,PICIFORMES,Picidae,urduspett
3643,Dendrocopos syriacus,PAL,PICIFORMES,Picidae,syriaspett
3644,Dendrocopos leucopterus,PAL,PICIFORMES,Picidae,hvitvingespett
3645,Dendrocopos major,PAL,PICIFORMES,Picidae,flaggspett
3646,Dendrocopos noguchii,PAL,PICIFORMES,Picidae,okinawaspett
3647,Dendrocopos leucotos,PAL,PICIFORMES,Picidae,hvitryggspett
3648,Piculus simplex,MA,PICIFORMES,Picidae,nicaraguaspett
3649,Piculus callopterus,MA,PICIFORMES,Picidae,panamaspett
3650,Piculus leucolaemus,SA,PICIFORMES,Picidae,hvitstrupespett
3651,Piculus litae,SA,PICIFORMES,Picidae,colombiaspett
3652,Piculus flavigula,SA,PICIFORMES,Picidae,paprikaspett
3653,Piculus chrysochloros,"MA, SA",PICIFORMES,Picidae,brasilspett
3654,Piculus aurulentus,SA,PICIFORMES,Picidae,gulbrynspett
3655,Colaptes rubiginosus,"MA, SA",PICIFORMES,Picidae,olivenspett
3656,Colaptes aeruginosus,MA,PICIFORMES,Picidae,huastekspett
3657,Colaptes auricularis,MA,PICIFORMES,Picidae,gråkronespett
3658,Colaptes rivolii,SA,PICIFORMES,Picidae,karnevalsspett
3659,Colaptes atricollis,SA,PICIFORMES,Picidae,svartstrupespett
3660,Colaptes punctigula,"MA, SA",PICIFORMES,Picidae,svartpannespett
3661,Colaptes melanochloros,SA,PICIFORMES,Picidae,caatingaspett
3662,Colaptes auratus,"NA, MA",PICIFORMES,Picidae,gullspett
3663,Colaptes chrysoides,"NA, MA",PICIFORMES,Picidae,saguarospett
3664,Colaptes pitius,SA,PICIFORMES,Picidae,chilemarkspett
3665,Colaptes rupicola,SA,PICIFORMES,Picidae,spydmarkspett
3666,Colaptes campestris,SA,PICIFORMES,Picidae,gullmarkspett
3667,Celeus loricatus,"MA, SA",PICIFORMES,Picidae,rødstrupespett
3668,Celeus undatus,SA,PICIFORMES,Picidae,riflingspett
3669,Celeus castaneus,MA,PICIFORMES,Picidae,kastanjespett
3670,Celeus elegans,SA,PICIFORMES,Picidae,sjokoladespett
3671,Celeus lugubris,SA,PICIFORMES,Picidae,fagerspett
3672,Celeus flavescens,SA,PICIFORMES,Picidae,blondinespett
3673,Celeus ochraceus,SA,PICIFORMES,Picidae,okerspett
3674,Celeus flavus,SA,PICIFORMES,Picidae,kremspett
3675,Celeus spectabilis,SA,PICIFORMES,Picidae,fakkelspett
3676,Celeus obrieni,SA,PICIFORMES,Picidae,brunhodespett
3677,Celeus torquatus,SA,PICIFORMES,Picidae,svartbrystspett
3678,Celeus galeatus,SA,PICIFORMES,Picidae,morionspett
3679,Dryocopus schulzii,SA,PICIFORMES,Picidae,chacosvartspett
3680,Dryocopus lineatus,"MA, SA",PICIFORMES,Picidae,stripesvartspett
3681,Dryocopus javensis,OR,PICIFORMES,Picidae,hvitbuksvartspett
3682,Dryocopus hodgei,OR,PICIFORMES,Picidae,andamansvartspett
3683,Dryocopus martius,PAL,PICIFORMES,Picidae,svartspett
3684,Campephilus pollens,SA,PICIFORMES,Picidae,inkaspett
3685,Campephilus splendens,"MA, SA",PICIFORMES,Picidae,Splendid Woodpecker
3686,Campephilus haematogaster,SA,PICIFORMES,Picidae,karminspett
3687,Campephilus rubricollis,SA,PICIFORMES,Picidae,rødhalsspett
3688,Campephilus robustus,SA,PICIFORMES,Picidae,gladiatorspett
3689,Campephilus melanoleucos,SA,PICIFORMES,Picidae,høvdingspett
3690,Campephilus guatemalensis,MA,PICIFORMES,Picidae,mayaspett
3691,Campephilus gayaquilensis,SA,PICIFORMES,Picidae,quipuspett
3692,Campephilus leucopogon,SA,PICIFORMES,Picidae,kremryggspett
3693,Campephilus magellanicus,SA,PICIFORMES,Picidae,magellanspett
3694,Campephilus imperialis,MA,PICIFORMES,Picidae,keiserspett
3695,Chrysophlegma miniaceum,OR,PICIFORMES,Picidae,kamferspett
3696,Chrysophlegma mentale,OR,PICIFORMES,Picidae,brunkragespett
3697,Chrysophlegma flavinucha,OR,PICIFORMES,Picidae,gultoppspett
3698,Picus chlorolophus,OR,PICIFORMES,Picidae,ildnakkespett
3699,Picus puniceus,OR,PICIFORMES,Picidae,rødvingespett
3700,Picus viridanus,OR,PICIFORMES,Picidae,burmaspett
3701,Picus vittatus,OR,PICIFORMES,Picidae,kniplingsspett
3702,Picus xanthopygaeus,OR,PICIFORMES,Picidae,pilspisspett
3703,Picus squamatus,PAL,PICIFORMES,Picidae,skjellbukspett
3704,Picus awokera,PAL,PICIFORMES,Picidae,samuraispett
3705,Picus viridis,PAL,PICIFORMES,Picidae,grønnspett
3706,Picus sharpei,PAL,PICIFORMES,Picidae,iberiaspett
3707,Picus vaillantii,AF,PICIFORMES,Picidae,berberspett
3708,Picus rabieri,OR,PICIFORMES,Picidae,rødkragespett
3709,Picus erythropygius,OR,PICIFORMES,Picidae,harlekinspett
3710,Picus canus,"PAL, OR",PICIFORMES,Picidae,gråspett
3711,Picus dedemi,OR,PICIFORMES,Picidae,Sumatran Woodpecker
3712,Dinopium shorii,OR,PICIFORMES,Picidae,flammespett
3713,Dinopium javanense,OR,PICIFORMES,Picidae,gullryggspett
3714,Dinopium everetti,OR,PICIFORMES,Picidae,palawanspett
3715,Dinopium benghalense,OR,PICIFORMES,Picidae,bengalspett
3716,Dinopium psarodes,OR,PICIFORMES,Picidae,rødryggspett
3717,Reinwardtipicus validus,OR,PICIFORMES,Picidae,oransjeryggspett
3718,Chrysocolaptes lucidus,OR,PICIFORMES,Picidae,protevsspett
3719,Chrysocolaptes haematribon,OR,PICIFORMES,Picidae,luzonspett
3720,Chrysocolaptes xanthocephalus,OR,PICIFORMES,Picidae,gulkinnspett
3721,Chrysocolaptes erythrocephalus,OR,PICIFORMES,Picidae,ildhodespett
3722,Chrysocolaptes strictus,OR,PICIFORMES,Picidae,javaspett
3723,Chrysocolaptes guttacristatus,"PAL, OR",PICIFORMES,Picidae,sultanspett
3724,Chrysocolaptes socialis,OR,PICIFORMES,Picidae,Malabar Flameback
3725,Chrysocolaptes stricklandi,OR,PICIFORMES,Picidae,karminryggspett
3726,Chrysocolaptes festivus,OR,PICIFORMES,Picidae,hvitnakkespett
3727,Gecinulus grantia,OR,PICIFORMES,Picidae,rosenissespett
3728,Gecinulus viridis,OR,PICIFORMES,Picidae,bambusspett
3729,Gecinulus rafflesii,OR,PICIFORMES,Picidae,sumpspett
3730,Blythipicus rubiginosus,OR,PICIFORMES,Picidae,skyggespett
3731,Blythipicus pyrrhotis,OR,PICIFORMES,Picidae,trollspett
3732,Micropternus brachyurus,OR,PICIFORMES,Picidae,maurspett
3733,Meiglyptes grammithorax,OR,PICIFORMES,Picidae,Buff-rumped Woodpecker
3734,Meiglyptes tristis,OR,PICIFORMES,Picidae,nettingspett
3735,Meiglyptes jugularis,OR,PICIFORMES,Picidae,bleknakkespett
3736,Meiglyptes tukki,OR,PICIFORMES,Picidae,hjelmspett
3737,Mulleripicus fulvus,AU,PICIFORMES,Picidae,askespett
3738,Mulleripicus funebris,OR,PICIFORMES,Picidae,sotspett
3739,Mulleripicus fuliginosus,OR,PICIFORMES,Picidae,blodkinnspett
3740,Mulleripicus pulverulentus,OR,PICIFORMES,Picidae,skiferspett
3741,Cariama cristata,SA,CARIAMIFORMES,Cariamidae,rødbeinseriema
3742,Chunga burmeisteri,SA,CARIAMIFORMES,Cariamidae,svartbeinseriema
3743,Daptrius ater,SA,FALCONIFORMES,Falconidae,svartkarakara
3744,Ibycter americanus,"MA, SA",FALCONIFORMES,Falconidae,rødstrupekarakara
3745,Phalcoboenus carunculatus,SA,FALCONIFORMES,Falconidae,paramokarakara
3746,Phalcoboenus megalopterus,SA,FALCONIFORMES,Falconidae,fjellkarakara
3747,Phalcoboenus albogularis,SA,FALCONIFORMES,Falconidae,hvitbrystkarakara
3748,Phalcoboenus australis,SA,FALCONIFORMES,Falconidae,brungumpkarakara
3749,Caracara plancus,"NA, MA, SA",FALCONIFORMES,Falconidae,gribbkarakara
3750,Milvago chimachima,"MA, SA",FALCONIFORMES,Falconidae,kremkarakara
3751,Milvago chimango,SA,FALCONIFORMES,Falconidae,brunkarakara
3752,Herpetotheres cachinnans,"MA, SA",FALCONIFORMES,Falconidae,latterfalk
3753,Micrastur ruficollis,"MA, SA",FALCONIFORMES,Falconidae,haukskogfalk
3754,Micrastur plumbeus,SA,FALCONIFORMES,Falconidae,blyskogfalk
3755,Micrastur gilvicollis,SA,FALCONIFORMES,Falconidae,hvitøyeskogfalk
3756,Micrastur mintoni,SA,FALCONIFORMES,Falconidae,panskogfalk
3757,Micrastur mirandollei,"MA, SA",FALCONIFORMES,Falconidae,gråryggskogfalk
3758,Micrastur semitorquatus,"MA, SA",FALCONIFORMES,Falconidae,halsbåndskogfalk
3759,Micrastur buckleyi,SA,FALCONIFORMES,Falconidae,loretoskogfalk
3760,Spiziapteryx circumcincta,SA,FALCONIFORMES,Falconidae,parakittfalk
3761,Polihierax semitorquatus,AF,FALCONIFORMES,Falconidae,afrikapygméfalk
3762,Microhierax caerulescens,OR,FALCONIFORMES,Falconidae,halsbåndfalkonett
3763,Microhierax fringillarius,OR,FALCONIFORMES,Falconidae,svartflankefalkonett
3764,Microhierax latifrons,OR,FALCONIFORMES,Falconidae,hvitpannefalkonett
3765,Microhierax erythrogenys,OR,FALCONIFORMES,Falconidae,filippinerfalkonett
3766,Microhierax melanoleucos,OR,FALCONIFORMES,Falconidae,sløyfefalkonett
3767,Neohierax insignis,OR,FALCONIFORMES,Falconidae,orientpygméfalk
3768,Falco naumanni,PAL,FALCONIFORMES,Falconidae,rødfalk
3769,Falco tinnunculus,"PAL, AF",FALCONIFORMES,Falconidae,tårnfalk
3770,Falco rupicolus,AF,FALCONIFORMES,Falconidae,klippefalk
3771,Falco newtoni,AF,FALCONIFORMES,Falconidae,madagaskarfalk
3772,Falco punctatus,IO,FALCONIFORMES,Falconidae,mauritiusfalk
3773,Falco araeus,AF,FALCONIFORMES,Falconidae,seychellfalk
3774,Falco moluccensis,"OR, AU",FALCONIFORMES,Falconidae,indonesiafalk
3775,Falco cenchroides,AU,FALCONIFORMES,Falconidae,australfalk
3776,Falco sparverius,"NA, MA, SA",FALCONIFORMES,Falconidae,spurvefalk
3777,Falco rupicoloides,AF,FALCONIFORMES,Falconidae,slettefalk
3778,Falco alopex,AF,FALCONIFORMES,Falconidae,revefalk
3779,Falco ardosiaceus,AF,FALCONIFORMES,Falconidae,skiferfalk
3780,Falco dickinsoni,AF,FALCONIFORMES,Falconidae,hvitgumpfalk
3781,Falco zoniventris,AF,FALCONIFORMES,Falconidae,gråstripefalk
3782,Falco chicquera,"AF, OR",FALCONIFORMES,Falconidae,rødhodefalk
3783,Falco vespertinus,PAL,FALCONIFORMES,Falconidae,aftenfalk
3784,Falco amurensis,PAL,FALCONIFORMES,Falconidae,amurfalk
3785,Falco eleonorae,PAL,FALCONIFORMES,Falconidae,eleonorafalk
3786,Falco concolor,"AF, PAL",FALCONIFORMES,Falconidae,sotfalk
3787,Falco femoralis,"MA, SA",FALCONIFORMES,Falconidae,aplomadofalk
3788,Falco columbarius,"NA, PAL",FALCONIFORMES,Falconidae,dvergfalk
3789,Falco rufigularis,"MA, SA",FALCONIFORMES,Falconidae,flaggermusfalk
3790,Falco deiroleucus,"MA, SA",FALCONIFORMES,Falconidae,langtåfalk
3791,Falco subbuteo,PAL,FALCONIFORMES,Falconidae,lerkefalk
3792,Falco cuvierii,AF,FALCONIFORMES,Falconidae,termittfalk
3793,Falco severus,"OR, AU",FALCONIFORMES,Falconidae,libellefalk
3794,Falco longipennis,AU,FALCONIFORMES,Falconidae,eukalyptusfalk
3795,Falco novaeseelandiae,AU,FALCONIFORMES,Falconidae,maorifalk
3796,Falco berigora,AU,FALCONIFORMES,Falconidae,brunfalk
3797,Falco hypoleucos,AU,FALCONIFORMES,Falconidae,sølvfalk
3798,Falco subniger,AU,FALCONIFORMES,Falconidae,svartfalk
3799,Falco biarmicus,"PAL, AF",FALCONIFORMES,Falconidae,slagfalk
3800,Falco jugger,OR,FALCONIFORMES,Falconidae,rajafalk
3801,Falco cherrug,PAL,FALCONIFORMES,Falconidae,tartarfalk
3802,Falco rusticolus,"NA, PAL",FALCONIFORMES,Falconidae,jaktfalk
3803,Falco mexicanus,"NA, MA",FALCONIFORMES,Falconidae,præriefalk
3804,Falco peregrinus,Worldwide,FALCONIFORMES,Falconidae,vandrefalk
