,IOC,Breeding Range,Order,Family,Russian
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,Щетинистый гимнобукко
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,Лысый гимнобукко
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,Белоухий букканодон
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,Зеркальный букканодон
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,Желтоголовый букканодон
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,Зелёный букканодон
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,Чешуйчатый медник
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,Зелёный медник
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,Горный медник
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,Желтосиинный медник
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,Краснолицый медник
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,Желтогорлый медник
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,Златогузый медник
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,Краснолобый медник
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,Желтолобый медник
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,Пятнистый букканодон
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,Пятнистая либия
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,Краснолобая либия
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,Миомбая либия
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,Пёстрая либия
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,Плачущая либия
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,Черноголовая либия
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,Полосатая либия
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,Кровавогрудая либия
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,Белоголовая либия
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,Либия Чаплина
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,Краснолицая либия
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,Черноклювая либия
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,Ошейниковая либия
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,Бурогрудая либия
3497,Lybius minor,AF,PICIFORMES,Lybiidae,Розовобрюхая либия
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,Двухзубцовая либия
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,Сенегальская либия
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,Черногрудая либия
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,Желтоклювый трахифонус
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,Хохлатый трахифонус
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,Огненноголовый трахифонус
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,Жемчужный трахифонус
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,Пятнистоухий трахифонус
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,Узамбарский трахифонус
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,Карликовый тонкоклювый медоуказчик
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,Зелёный тонкоклювый медоуказчик
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,Тонкоклювый медоуказчик
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,Белохвостый медоуказчик
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,Желтоногий медоуказчик
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,Короткоклювый медоуказчик
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,Гвинейский медоуказчик
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,Восточноафриканский медоуказчик
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,Крошечный медоуказчик
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,Малый медоуказчик
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,Пятнистый медоуказчик
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,Пестролобый медоуказчик
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,Индийский медоуказчик
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,Малайский медоуказчик
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,Большой медоуказчик
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,Лирохвостый медоуказчик
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,Вертишейка
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,Красногорлая вертишейка
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,Индийский дятелок
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,Золотолобый дятелок
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,Лафрезнаов дятелок
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,Оринокский дятелок
3529,Picumnus exilis,SA,PICIFORMES,Picidae,Малый дятелок
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,Эквадорский дятелок
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,Чешуйчатый дятелок
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,Белобрюхий дятелок
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,Чешуйчатоухий дятелок
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,Пятнистый дятелок
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,Жемчужный дятелок
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,Амазонский дятелок
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,Хохлатый дятелок
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,Глазчатый дятелок
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,Полосатый дятелок
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,Белоклиновый дятелок
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,Ржавошеий дятелок
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,Рыжегрудый дятелок
3543,Picumnus limae,SA,PICIFORMES,Picidae,Охристый дятелок
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,Бурогрудый дятелок
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,Желтобрюхий дятелок
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,Тонкополосый дятелок
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,Оливковоспинный дятелок
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,Буроспинный дятелок
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,Коричневый дятелок
3550,Verreauxia africana,AF,PICIFORMES,Picidae,Африканский дятелок
3551,Sasia abnormis,OR,PICIFORMES,Picidae,Малайский рыжий дятелок
3552,Sasia ochracea,OR,PICIFORMES,Picidae,Белобровый рыжий дятелок
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,Малайзийский короткохвостый дятел
3554,Hemicircus canente,OR,PICIFORMES,Picidae,Светлогорлый короткохвостый дятел
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,Белый дятел
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,Муравьиный меланерпес
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,Златохохлый меланерпес
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,Желтолицый меланерпес
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,Масковый меланерпес
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,Красивый меланерпес
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,Чернощёкий меланерпес
3562,Melanerpes cactorum,SA,PICIFORMES,Picidae,Кактусовый дятел
3563,Melanerpes chrysogenys,MA,PICIFORMES,Picidae,Золотощёкий меланерпес
3564,Melanerpes hypopolius,MA,PICIFORMES,Picidae,Серогорлый меланерпес
3565,Melanerpes pygmaeus,MA,PICIFORMES,Picidae,Юкатанский меланерпес
3566,Melanerpes rubricapillus,"MA, SA",PICIFORMES,Picidae,Красношапочный меланерпес
3567,Melanerpes uropygialis,"NA, MA",PICIFORMES,Picidae,Гила
3568,Melanerpes hoffmannii,MA,PICIFORMES,Picidae,Гофманов меланерпес
3569,Melanerpes aurifrons,"NA, MA",PICIFORMES,Picidae,Золотолобый меланерпес
3570,Melanerpes santacruzi,MA,PICIFORMES,Picidae,Velasquez's Woodpecker
3571,Sphyrapicus thyroideus,"NA, MA",PICIFORMES,Picidae,Сосновый дятел-сосун
3572,Pardipicus nivosus,AF,PICIFORMES,Picidae,Термитовая кампетера
3573,Pardipicus caroli,AF,PICIFORMES,Picidae,Буроухая кампетера
3574,Geocolaptes olivaceus,AF,PICIFORMES,Picidae,Земляной дятел
3575,Campethera punctuligera,AF,PICIFORMES,Picidae,Мелкопятнистая кампетера
3576,Campethera bennettii,AF,PICIFORMES,Picidae,Беннетова кампетера
3577,Campethera scriptoricauda,AF,PICIFORMES,Picidae,Рейхенова кампетера
3578,Campethera nubica,AF,PICIFORMES,Picidae,Нубийская кампетера
3579,Campethera abingoni,AF,PICIFORMES,Picidae,Золотохвостая кампетера
3580,Campethera mombassica,AF,PICIFORMES,Picidae,Момбасская кампетера
3581,Campethera notata,AF,PICIFORMES,Picidae,Тигровая кампетера
3582,Campethera maculosa,AF,PICIFORMES,Picidae,Золотоспинная кампетера
3583,Campethera cailliautii,AF,PICIFORMES,Picidae,Пятнистая кампетера
3584,Campethera tullbergi,AF,PICIFORMES,Picidae,Полосатогорлая кампетера
3585,Campethera taeniolaema,AF,PICIFORMES,Picidae,Fine-banded Woodpecker
3586,Yungipicus temminckii,AU,PICIFORMES,Picidae,Сулавесский острокрылый дятел
3587,Yungipicus nanus,OR,PICIFORMES,Picidae,Бурошапочный острокрылый дятел
3588,Yungipicus canicapillus,"OR, PAL",PICIFORMES,Picidae,Большой острокрылый дятел
3589,Yungipicus maculatus,OR,PICIFORMES,Picidae,Филиппинский острокрылый дятел
3590,Yungipicus ramsayi,OR,PICIFORMES,Picidae,Сулуанский острокрылый дятел
3591,Yungipicus moluccensis,OR,PICIFORMES,Picidae,Зондский острокрылый дятел
3592,Yungipicus kizuki,PAL,PICIFORMES,Picidae,Малый острокрылый дятел
3593,Picoides tridactylus,PAL,PICIFORMES,Picidae,Трёхпалый дятел
3594,Dendrocoptes dorae,PAL,PICIFORMES,Picidae,Аравийский дятел
3595,Dendrocoptes auriceps,OR,PICIFORMES,Picidae,Буролобый дятел
3596,Dendrocoptes medius,PAL,PICIFORMES,Picidae,Средний пёстрый дятел
3597,Leiopicus mahrattensis,OR,PICIFORMES,Picidae,Желтошапочный дятел
3598,Chloropicus namaquus,AF,PICIFORMES,Picidae,Бородатый дятел
3599,Chloropicus xantholophus,AF,PICIFORMES,Picidae,Желтохохлый африканский дятел
3600,Chloropicus pyrrhogaster,AF,PICIFORMES,Picidae,Краснобрюхий африканский дятел
3601,Dendropicos elachus,AF,PICIFORMES,Picidae,Малый саванный дятел
3602,Dendropicos poecilolaemus,AF,PICIFORMES,Picidae,Угандский саванный дятел
3603,Dendropicos abyssinicus,AF,PICIFORMES,Picidae,Золотоспинный саванный дятел
3604,Dendropicos fuscescens,AF,PICIFORMES,Picidae,Кардинальский саванный дятел
3605,Dendropicos gabonensis,AF,PICIFORMES,Picidae,Габонский саванный дятел
3606,Dendropicos lugubris,AF,PICIFORMES,Picidae,Меланхольный саванный дятел
3607,Dendropicos stierlingi,AF,PICIFORMES,Picidae,Стирлингов саванный дятел
3608,Dendropicos elliotii,AF,PICIFORMES,Picidae,Эллиотов африканский дятел
3609,Dendropicos goertae,AF,PICIFORMES,Picidae,Серогрудый африканский дятел
3610,Dendropicos spodocephalus,AF,PICIFORMES,Picidae,Африканский сероголовый саванный дятел
3611,Dendropicos griseocephalus,AF,PICIFORMES,Picidae,Золотоспинный африканский дятел
3612,Dendropicos obsoletus,AF,PICIFORMES,Picidae,Буроспинный дятел
3613,Dryobates nuttallii,"NA, MA",PICIFORMES,Picidae,Нутталлов дятел
3614,Dryobates scalaris,"NA, MA",PICIFORMES,Picidae,Техасский дятел
3615,Dryobates cathpharius,"OR, PAL",PICIFORMES,Picidae,Краснобрюхий дятел
3616,Dryobates pernyii,"OR, PAL",PICIFORMES,Picidae,Necklaced Woodpecker
3617,Dryobates minor,PAL,PICIFORMES,Picidae,Малый пёстрый дятел
3618,Veniliornis passerinus,SA,PICIFORMES,Picidae,Воробьиный венилиорнис
3619,Veniliornis frontalis,SA,PICIFORMES,Picidae,Жемчужнолобый венилиорнис
3620,Veniliornis spilogaster,SA,PICIFORMES,Picidae,Жемчужнобрюхий венилиорнис
3621,Veniliornis mixtus,SA,PICIFORMES,Picidae,Пестрохвостый дятел
3622,Veniliornis lignarius,SA,PICIFORMES,Picidae,Пестроголовый дятел
3623,Veniliornis callonotus,SA,PICIFORMES,Picidae,Рубиновый венилиорнис
3624,Veniliornis dignus,SA,PICIFORMES,Picidae,Желтобрюхий венилиорнис
3625,Veniliornis nigriceps,SA,PICIFORMES,Picidae,Полосатобрюхий венилиорнис
3626,Veniliornis sanguineus,SA,PICIFORMES,Picidae,Кровавоспинный венилиорнис
3627,Veniliornis kirkii,"MA, SA",PICIFORMES,Picidae,Красноиоясничный венилиорнис
3628,Veniliornis affinis,SA,PICIFORMES,Picidae,Краснокрылый венилиорнис
3629,Veniliornis chocoensis,SA,PICIFORMES,Picidae,Венилиорнис Чоко
3630,Veniliornis cassini,SA,PICIFORMES,Picidae,Золотошейный венилиорнис
3631,Veniliornis maculifrons,SA,PICIFORMES,Picidae,Золотоухий венилиорнис
3632,Leuconotopicus fumigatus,"MA, SA",PICIFORMES,Picidae,Темнобровый венилиорнис
3633,Leuconotopicus arizonae,"NA, MA",PICIFORMES,Picidae,Аризонский дятел
3634,Leuconotopicus stricklandi,MA,PICIFORMES,Picidae,Стрикландов дятел
3635,Leuconotopicus villosus,"NA, MA",PICIFORMES,Picidae,Волосатый дятел
3636,Dendrocopos hyperythrus,OR,PICIFORMES,Picidae,Рыжебрюхий дятел
3637,Dendrocopos macei,OR,PICIFORMES,Picidae,Желтогрудый дятел
3638,Dendrocopos analis,OR,PICIFORMES,Picidae,Крапчатогрудый дятел
3639,Dendrocopos atratus,OR,PICIFORMES,Picidae,Пестрогрудый дятел
3640,Dendrocopos darjellensis,OR,PICIFORMES,Picidae,Сиккимский дятел
3641,Dendrocopos himalayensis,PAL,PICIFORMES,Picidae,Гималайский дятел
3642,Dendrocopos assimilis,PAL,PICIFORMES,Picidae,Тамарисковый дятел
3643,Dendrocopos syriacus,PAL,PICIFORMES,Picidae,Сирийский дятел
3644,Dendrocopos leucopterus,PAL,PICIFORMES,Picidae,Белокрылый дятел
3645,Dendrocopos major,PAL,PICIFORMES,Picidae,Большой пёстрый дятел
3646,Dendrocopos noguchii,PAL,PICIFORMES,Picidae,Окинавский дятел
