,IOC,Breeding Range,Order,Family,Serbian
3428,Ramphastos toco,SA,PICIFORMES,Ramphastidae,Toko tukan
3429,Ramphastos tucanus,SA,PICIFORMES,Ramphastidae,Belogrli tukan
3430,Ramphastos ambiguus,SA,PICIFORMES,Ramphastidae,Žutogrli tukan
3431,Psilopogon pyrolophus,OR,PICIFORMES,Megalaimidae,Fire-tufted Barbet
3432,Psilopogon virens,OR,PICIFORMES,Megalaimidae,Great Barbet
3433,Psilopogon lagrandieri,OR,PICIFORMES,Megalaimidae,Red-vented Barbet
3434,Psilopogon zeylanicus,OR,PICIFORMES,Megalaimidae,Brown-headed Barbet
3435,Psilopogon lineatus,OR,PICIFORMES,Megalaimidae,Lineated Barbet
3436,Psilopogon viridis,OR,PICIFORMES,Megalaimidae,Barbet belih obraza
3437,Psilopogon faiostrictus,OR,PICIFORMES,Megalaimidae,Zelenouhi barbet
3438,Psilopogon corvinus,OR,PICIFORMES,Megalaimidae,Smeđogrli barbet
3439,Psilopogon chrysopogon,OR,PICIFORMES,Megalaimidae,Zlatoliki barbet
3440,Psilopogon rafflesii,OR,PICIFORMES,Megalaimidae,Raflesov barbet
3441,Psilopogon mystacophanos,OR,PICIFORMES,Megalaimidae,Crvenogrli barbet
3442,Psilopogon javensis,OR,PICIFORMES,Megalaimidae,Veliki javanski barbet
3443,Psilopogon flavifrons,OR,PICIFORMES,Megalaimidae,Yellow-fronted Barbet
3444,Psilopogon franklinii,OR,PICIFORMES,Megalaimidae,Zlatogrli barbet
3445,Psilopogon auricularis,OR,PICIFORMES,Megalaimidae,Ogrličasti barbet
3446,Psilopogon oorti,OR,PICIFORMES,Megalaimidae,Black-browed Barbet
3447,Psilopogon annamensis,OR,PICIFORMES,Megalaimidae,Indochinese Barbet
3448,Psilopogon faber,OR,PICIFORMES,Megalaimidae,Kineski barbet
3449,Psilopogon nuchalis,OR,PICIFORMES,Megalaimidae,Tajvanski barbet
3450,Psilopogon asiaticus,OR,PICIFORMES,Megalaimidae,Plavogrli barbet
3451,Psilopogon chersonesus,OR,PICIFORMES,Megalaimidae,Turquoise-throated Barbet
3452,Psilopogon monticola,OR,PICIFORMES,Megalaimidae,Planinski barbet
3453,Psilopogon incognitus,OR,PICIFORMES,Megalaimidae,Brkati barbet
3454,Psilopogon henricii,OR,PICIFORMES,Megalaimidae,Yellow-crowned Barbet
3455,Psilopogon armillaris,OR,PICIFORMES,Megalaimidae,Flame-fronted Barbet
3456,Psilopogon pulcherrimus,OR,PICIFORMES,Megalaimidae,Golden-naped Barbet
3457,Psilopogon australis,OR,PICIFORMES,Megalaimidae,Mali javanski barbet
3458,Psilopogon duvaucelii,OR,PICIFORMES,Megalaimidae,Crnouhi barbet
3459,Psilopogon eximius,OR,PICIFORMES,Megalaimidae,Borneanski zeleni barbet
3460,Psilopogon rubricapillus,OR,PICIFORMES,Megalaimidae,Cejlonski barbet
3461,Psilopogon malabaricus,OR,PICIFORMES,Megalaimidae,Malabarski barbet
3462,Psilopogon haemacephalus,OR,PICIFORMES,Megalaimidae,Bakarni kovač barbet
3463,Caloramphus fuliginosus,OR,PICIFORMES,Megalaimidae,Borneanski smeđogrudi barbet
3464,Caloramphus hayii,OR,PICIFORMES,Megalaimidae,Čađavi barbet
3465,Gymnobucco bonapartei,AF,PICIFORMES,Lybiidae,Grey-throated Barbet
3466,Gymnobucco sladeni,AF,PICIFORMES,Lybiidae,Sladen's Barbet
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,Bristle-nosed Barbet
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,Naked-faced Barbet
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,White-eared Barbet
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,Whyte's Barbet
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,Anchieta's Barbet
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,Green Barbet
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,Pirgavi kovač barbet
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,Zeleni kovač barbet
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,Brkati kovač barbet
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,Zapadni kovač barbet
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,Crvenoleđi kovač barbet
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,Žutogrli kovač barbet
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,Žutoleđi kovač barbet
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,Crvenočeli kovač barbet
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,Žutočeli kovač barbet
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,Žutopegi barbet
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,Crnogrudi barbet
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,Belobradi crvenočeli barbet
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,Miombo barbet
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,Crnobradi crvenočeli barbet
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,Belobrki barbet
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,Crnogrli barbet
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,Banded Barbet
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,Smeđi crvenoliki barbet
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,Beloglavi barbet
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,Belotrbi barbet
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,Crni crvenoliki barbet
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,Belokrili crvenoliki barbet
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,Žutotrbi barbet
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,Afrički smeđogrudi barbet
3497,Lybius minor,AF,PICIFORMES,Lybiidae,Crnoleđi barbet
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,Crveni zubati barbet
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,Žutoliki zubati barbet
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,Crni zubati barbet
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,Žutokljuni barbet
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,Ćubasti barbet
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,Crveno-žuti barbet
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,Yellow-breasted Barbet
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,D'Arnaud's Barbet
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,Usambiro Barbet
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,Kasinov medovođa
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,Zelenoleđi medovođa
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,Tankokljuni medovođa
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,Zenkerov medovođa
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,Žutonogi medovođa
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,Patuljasti medovođa
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,Gvinejski medovođa
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,Bledi medovođa
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,Mali medovođa
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,Srednji medovođa
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,Pegavi medovođa
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,Ljuskasti medovođa
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,Žuti medovođa
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,Malezijski medovođa
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,Veliki medovođa
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,Lirorepi medovođa
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,Vijoglava
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,Riđogrla vijoglava
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,Sitnopegava žunica
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,Zlatočela žunica
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,Lafresnaye's Piculet
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,Orinoko žunica
3529,Picumnus exilis,SA,PICIFORMES,Picidae,Golden-spangled Piculet
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,Ecuadorian Piculet
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,Scaled Piculet
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,White-bellied Piculet
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,Arrowhead Piculet
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,Svetlopegava žunica
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,Speckle-chested Piculet
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,Varzea Piculet
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,White-barred Piculet
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,Krupnopegava žunica
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,Ochre-collared Piculet
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,White-wedged Piculet
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,Rusty-necked Piculet
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,Riđogruda žunica
3543,Picumnus limae,SA,PICIFORMES,Picidae,Žućkasta žunica
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,Pirgava žunica
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,Plain-breasted Piculet
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,Sitnoprugasta žunica
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,Maslinasta žunica
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,Sivkasta žunica
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,Kestenjasta žunica
3550,Verreauxia africana,AF,PICIFORMES,Picidae,Afrička žunica
3551,Sasia abnormis,OR,PICIFORMES,Picidae,Riđa žunica
3552,Sasia ochracea,OR,PICIFORMES,Picidae,Beloobrvasta žunica
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,Sivi kratkorepi detlić
3554,Hemicircus canente,OR,PICIFORMES,Picidae,Crni kratkorepi detlić
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,Beli detlić
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,Žirov detlić
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,Žutoćubi detlić
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,Brazilski žutočeli detlić
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,Žutoglavi detlić
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,Beautiful Woodpecker
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,Crnoliki detlić
3562,Melanerpes cactorum,SA,PICIFORMES,Picidae,Beločeli detlić
3563,Melanerpes chrysogenys,MA,PICIFORMES,Picidae,Zlatoliki detlić
3564,Melanerpes hypopolius,MA,PICIFORMES,Picidae,Sivogrudi detlić
3565,Melanerpes pygmaeus,MA,PICIFORMES,Picidae,Jukatanski detlić
3566,Melanerpes rubricapillus,"MA, SA",PICIFORMES,Picidae,Crvenokapi detlić
3567,Melanerpes uropygialis,"NA, MA",PICIFORMES,Picidae,Gila detlić
3568,Melanerpes hoffmannii,MA,PICIFORMES,Picidae,Hofmanov detlić
3569,Melanerpes aurifrons,"NA, MA",PICIFORMES,Picidae,Zlatočeli američki detlić
3570,Melanerpes santacruzi,MA,PICIFORMES,Picidae,Velasquez's Woodpecker
3571,Sphyrapicus thyroideus,"NA, MA",PICIFORMES,Picidae,Williamson's Sapsucker
3572,Pardipicus nivosus,AF,PICIFORMES,Picidae,Buff-spotted Woodpecker
3573,Pardipicus caroli,AF,PICIFORMES,Picidae,Brown-eared Woodpecker
3574,Geocolaptes olivaceus,AF,PICIFORMES,Picidae,Ground Woodpecker
3575,Campethera punctuligera,AF,PICIFORMES,Picidae,Fine-spotted Woodpecker
3576,Campethera bennettii,AF,PICIFORMES,Picidae,Benetov detlić
3577,Campethera scriptoricauda,AF,PICIFORMES,Picidae,Speckle-throated Woodpecker
3578,Campethera nubica,AF,PICIFORMES,Picidae,Nubian Woodpecker
3579,Campethera abingoni,AF,PICIFORMES,Picidae,Zlatorepi detlić
3580,Campethera mombassica,AF,PICIFORMES,Picidae,Mombasa Woodpecker
3581,Campethera notata,AF,PICIFORMES,Picidae,Knysna Woodpecker
3582,Campethera maculosa,AF,PICIFORMES,Picidae,Little Green Woodpecker
3583,Campethera cailliautii,AF,PICIFORMES,Picidae,Zelenoleđi detlić
3584,Campethera tullbergi,AF,PICIFORMES,Picidae,Tullberg's Woodpecker
3585,Campethera taeniolaema,AF,PICIFORMES,Picidae,Fine-banded Woodpecker
3586,Yungipicus temminckii,AU,PICIFORMES,Picidae,Detlić iz Sulavesija
3587,Yungipicus nanus,OR,PICIFORMES,Picidae,Smeđokapi detlić
3588,Yungipicus canicapillus,"OR, PAL",PICIFORMES,Picidae,Veliki oštrokrili detlić
3589,Yungipicus maculatus,OR,PICIFORMES,Picidae,Filipinski detlić
3590,Yungipicus ramsayi,OR,PICIFORMES,Picidae,Detlić sa arhipelaga Sulu
3591,Yungipicus moluccensis,OR,PICIFORMES,Picidae,Sundski detlić
3592,Yungipicus kizuki,PAL,PICIFORMES,Picidae,Mali oštrokrili detlić
3593,Picoides tridactylus,PAL,PICIFORMES,Picidae,Troprsti detlić
3594,Dendrocoptes dorae,PAL,PICIFORMES,Picidae,Arabijski detlić
3595,Dendrocoptes auriceps,OR,PICIFORMES,Picidae,Smeđočeli detlić
3596,Dendrocoptes medius,PAL,PICIFORMES,Picidae,Srednji detlić
3597,Leiopicus mahrattensis,OR,PICIFORMES,Picidae,Indijski žutočeli detlić
3598,Chloropicus namaquus,AF,PICIFORMES,Picidae,Bradati detlić
3599,Chloropicus xantholophus,AF,PICIFORMES,Picidae,Yellow-crested Woodpecker
3600,Chloropicus pyrrhogaster,AF,PICIFORMES,Picidae,Fire-bellied Woodpecker
3601,Dendropicos elachus,AF,PICIFORMES,Picidae,Mali sivi detlić
3602,Dendropicos poecilolaemus,AF,PICIFORMES,Picidae,Speckle-breasted Woodpecker
3603,Dendropicos abyssinicus,AF,PICIFORMES,Picidae,Abisinski detlić
3604,Dendropicos fuscescens,AF,PICIFORMES,Picidae,Kardinalski detlić
3605,Dendropicos gabonensis,AF,PICIFORMES,Picidae,Gabonski detlić
3606,Dendropicos lugubris,AF,PICIFORMES,Picidae,Melancholy Woodpecker
3607,Dendropicos stierlingi,AF,PICIFORMES,Picidae,Stierling's Woodpecker
3608,Dendropicos elliotii,AF,PICIFORMES,Picidae,Elliot's Woodpecker
3609,Dendropicos goertae,AF,PICIFORMES,Picidae,Afrički sivi detlić
3610,Dendropicos spodocephalus,AF,PICIFORMES,Picidae,Planinski sivi detlić
3611,Dendropicos griseocephalus,AF,PICIFORMES,Picidae,Maslinasti detlić
3612,Dendropicos obsoletus,AF,PICIFORMES,Picidae,Brown-backed Woodpecker
3613,Dryobates nuttallii,"NA, MA",PICIFORMES,Picidae,Kalifornijski hrastov detlić
3614,Dryobates scalaris,"NA, MA",PICIFORMES,Picidae,Kaktusov detlić
3615,Dryobates cathpharius,"OR, PAL",PICIFORMES,Picidae,Crvenovrati detlić
3616,Dryobates pernyii,"OR, PAL",PICIFORMES,Picidae,Necklaced Woodpecker
3617,Dryobates minor,PAL,PICIFORMES,Picidae,Mali detlić
3618,Veniliornis passerinus,SA,PICIFORMES,Picidae,Obični zeleni detlić
3619,Veniliornis frontalis,SA,PICIFORMES,Picidae,Pirgavi zeleni detlić
3620,Veniliornis spilogaster,SA,PICIFORMES,Picidae,Belopegavi zeleni detlić
3621,Veniliornis mixtus,SA,PICIFORMES,Picidae,Brazilski belopegavi detlić
3622,Veniliornis lignarius,SA,PICIFORMES,Picidae,Čileanski belopegavi detlić
3623,Veniliornis callonotus,SA,PICIFORMES,Picidae,Ekvadorski crveni detlić
3624,Veniliornis dignus,SA,PICIFORMES,Picidae,Žutotrbi zeleni detlić
3625,Veniliornis nigriceps,SA,PICIFORMES,Picidae,Andski zeleni detlić
3626,Veniliornis sanguineus,SA,PICIFORMES,Picidae,Gvajanski crveni detlić
3627,Veniliornis kirkii,"MA, SA",PICIFORMES,Picidae,Kolumbijski zeleni detlić
3628,Veniliornis affinis,SA,PICIFORMES,Picidae,Crvenkasti zeleni detlić
3629,Veniliornis chocoensis,SA,PICIFORMES,Picidae,Čokoanski detlić
3630,Veniliornis cassini,SA,PICIFORMES,Picidae,Gvajanski zeleni detlić
3631,Veniliornis maculifrons,SA,PICIFORMES,Picidae,Žutouhi detlić
3632,Leuconotopicus fumigatus,"MA, SA",PICIFORMES,Picidae,Smeđi detlić
3633,Leuconotopicus arizonae,"NA, MA",PICIFORMES,Picidae,Arizonski detlić
3634,Leuconotopicus stricklandi,MA,PICIFORMES,Picidae,Meksički detlić
3635,Leuconotopicus villosus,"NA, MA",PICIFORMES,Picidae,Američki veliki detlić
3636,Dendrocopos hyperythrus,OR,PICIFORMES,Picidae,Rufous-bellied Woodpecker
3637,Dendrocopos macei,OR,PICIFORMES,Picidae,Zapadni detlić pirgavih grudi
3638,Dendrocopos analis,OR,PICIFORMES,Picidae,Južni detlić pirgavih grudi
3639,Dendrocopos atratus,OR,PICIFORMES,Picidae,Stripe-breasted Woodpecker
3640,Dendrocopos darjellensis,OR,PICIFORMES,Picidae,Žutoliki detlić
3641,Dendrocopos himalayensis,PAL,PICIFORMES,Picidae,Himalajski detlić
3642,Dendrocopos assimilis,PAL,PICIFORMES,Picidae,Pakistanski detlić
3643,Dendrocopos syriacus,PAL,PICIFORMES,Picidae,Seoski detlić
3644,Dendrocopos leucopterus,PAL,PICIFORMES,Picidae,Belokrili detlić
3645,Dendrocopos major,PAL,PICIFORMES,Picidae,Veliki detlić
3646,Dendrocopos noguchii,PAL,PICIFORMES,Picidae,Detlić iz Okinave
3647,Dendrocopos leucotos,PAL,PICIFORMES,Picidae,Planinski detlić
3648,Piculus simplex,MA,PICIFORMES,Picidae,Rufous-winged Woodpecker
3649,Piculus callopterus,MA,PICIFORMES,Picidae,Stripe-cheeked Woodpecker
3650,Piculus leucolaemus,SA,PICIFORMES,Picidae,White-throated Woodpecker
3651,Piculus litae,SA,PICIFORMES,Picidae,Lita Woodpecker
3652,Piculus flavigula,SA,PICIFORMES,Picidae,Yellow-throated Woodpecker
3653,Piculus chrysochloros,"MA, SA",PICIFORMES,Picidae,Golden-green Woodpecker
3654,Piculus aurulentus,SA,PICIFORMES,Picidae,Detlić sa belom obrvom
3655,Colaptes rubiginosus,"MA, SA",PICIFORMES,Picidae,Zlatnomaslinasta američka žuna
3656,Colaptes aeruginosus,MA,PICIFORMES,Picidae,Bronze-winged Woodpecker
3657,Colaptes auricularis,MA,PICIFORMES,Picidae,Sivoglava američka žuna
3658,Colaptes rivolii,SA,PICIFORMES,Picidae,Karmin žuna
3659,Colaptes atricollis,SA,PICIFORMES,Picidae,Crnovrata američka žuna
3660,Colaptes punctigula,"MA, SA",PICIFORMES,Picidae,Krupnopegava američka žuna
3661,Colaptes melanochloros,SA,PICIFORMES,Picidae,Zelenkasta američka žuna
3662,Colaptes auratus,"NA, MA",PICIFORMES,Picidae,Američka zlatokrila žuna
3663,Colaptes chrysoides,"NA, MA",PICIFORMES,Picidae,Saguaro žuna
3664,Colaptes pitius,SA,PICIFORMES,Picidae,Čileanska žuna
3665,Colaptes rupicola,SA,PICIFORMES,Picidae,Andska žuna
3666,Colaptes campestris,SA,PICIFORMES,Picidae,Kampo žuna
3667,Celeus loricatus,"MA, SA",PICIFORMES,Picidae,Cinnamon Woodpecker
3668,Celeus undatus,SA,PICIFORMES,Picidae,Waved Woodpecker
3669,Celeus castaneus,MA,PICIFORMES,Picidae,Detlić sa kestenjastom ogrlicom
3670,Celeus elegans,SA,PICIFORMES,Picidae,Kestenjasti detlić
3671,Celeus lugubris,SA,PICIFORMES,Picidae,Detlić sa svetlom ćubom
3672,Celeus flavescens,SA,PICIFORMES,Picidae,Detlić sa žutom ćubom
3673,Celeus ochraceus,SA,PICIFORMES,Picidae,Ochre-backed Woodpecker
3674,Celeus flavus,SA,PICIFORMES,Picidae,Cream-colored Woodpecker
3675,Celeus spectabilis,SA,PICIFORMES,Picidae,Rufous-headed Woodpecker
3676,Celeus obrieni,SA,PICIFORMES,Picidae,Kaempfer's Woodpecker
3677,Celeus torquatus,SA,PICIFORMES,Picidae,Ringed Woodpecker
3678,Celeus galeatus,SA,PICIFORMES,Picidae,Kacigasti detlić
3679,Dryocopus schulzii,SA,PICIFORMES,Picidae,Argentinska crna žuna
3680,Dryocopus lineatus,"MA, SA",PICIFORMES,Picidae,Amazonska crna žuna
3681,Dryocopus javensis,OR,PICIFORMES,Picidae,Belotrba žuna
3682,Dryocopus hodgei,OR,PICIFORMES,Picidae,Andamanska crna žuna
3683,Dryocopus martius,PAL,PICIFORMES,Picidae,Crna žuna
3684,Campephilus pollens,SA,PICIFORMES,Picidae,Velika andska žuna
3685,Campephilus splendens,"MA, SA",PICIFORMES,Picidae,Splendid Woodpecker
3686,Campephilus haematogaster,SA,PICIFORMES,Picidae,Crvenotrba andska žuna
3687,Campephilus rubricollis,SA,PICIFORMES,Picidae,Crvena žuna
3688,Campephilus robustus,SA,PICIFORMES,Picidae,Crvenoglava brazilska žuna
3689,Campephilus melanoleucos,SA,PICIFORMES,Picidae,Crvenoćuba žuna
3690,Campephilus guatemalensis,MA,PICIFORMES,Picidae,Svetlokljuna žuna
3691,Campephilus gayaquilensis,SA,PICIFORMES,Picidae,Ekvadorska žuna
3692,Campephilus leucopogon,SA,PICIFORMES,Picidae,Beloleđa žuna
3693,Campephilus magellanicus,SA,PICIFORMES,Picidae,Patagonska žuna
3694,Campephilus imperialis,MA,PICIFORMES,Picidae,Meksička žuna
3695,Chrysophlegma miniaceum,OR,PICIFORMES,Picidae,Žutovrati crveni detlić
3696,Chrysophlegma mentale,OR,PICIFORMES,Picidae,Crvenoliki detlić žutog zatiljka
3697,Chrysophlegma flavinucha,OR,PICIFORMES,Picidae,Sivotrbi detlić žutog zatiljka
3698,Picus chlorolophus,OR,PICIFORMES,Picidae,Pirgavi detlić žutog zatiljka
3699,Picus puniceus,OR,PICIFORMES,Picidae,Crvenokrili detlić žutog zatiljka
3700,Picus viridanus,OR,PICIFORMES,Picidae,Tajlandska zelena žuna
3701,Picus vittatus,OR,PICIFORMES,Picidae,Vijetnamska zelena žuna
3702,Picus xanthopygaeus,OR,PICIFORMES,Picidae,Indijska zelena žuna
3703,Picus squamatus,PAL,PICIFORMES,Picidae,Himalajska zelena žuna
3704,Picus awokera,PAL,PICIFORMES,Picidae,Japanska siva žuna
3705,Picus viridis,PAL,PICIFORMES,Picidae,Zelena žuna
3706,Picus sharpei,PAL,PICIFORMES,Picidae,Iberijska zelena žuna
3707,Picus vaillantii,AF,PICIFORMES,Picidae,Severnoafrička žuna
3708,Picus rabieri,OR,PICIFORMES,Picidae,Crvenoglava zelena žuna
3709,Picus erythropygius,OR,PICIFORMES,Picidae,Žutovrata žuna
3710,Picus canus,"PAL, OR",PICIFORMES,Picidae,Siva žuna
3711,Picus dedemi,OR,PICIFORMES,Picidae,Sumatran Woodpecker
3712,Dinopium shorii,OR,PICIFORMES,Picidae,Himalayan Flameback
3713,Dinopium javanense,OR,PICIFORMES,Picidae,Common Flameback
3714,Dinopium everetti,OR,PICIFORMES,Picidae,Spot-throated Flameback
3715,Dinopium benghalense,OR,PICIFORMES,Picidae,Žutoleđi indijski detlić
3716,Dinopium psarodes,OR,PICIFORMES,Picidae,Crvenoleđi indijski detlić
3717,Reinwardtipicus validus,OR,PICIFORMES,Picidae,Orange-backed Woodpecker
3718,Chrysocolaptes lucidus,OR,PICIFORMES,Picidae,Žutopega vatroleđa žuna
3719,Chrysocolaptes haematribon,OR,PICIFORMES,Picidae,Luzonska vatroleđa žuna
3720,Chrysocolaptes xanthocephalus,OR,PICIFORMES,Picidae,Žutolika vatroleđa žuna
3721,Chrysocolaptes erythrocephalus,OR,PICIFORMES,Picidae,Crvenoglava vatroleđa žuna
3722,Chrysocolaptes strictus,OR,PICIFORMES,Picidae,Javanska vatroleđa žuna
3723,Chrysocolaptes guttacristatus,"PAL, OR",PICIFORMES,Picidae,Velika vatroleđa žuna
3724,Chrysocolaptes socialis,OR,PICIFORMES,Picidae,Malabar Flameback
3725,Chrysocolaptes stricklandi,OR,PICIFORMES,Picidae,Tamna vatroleđa žuna
3726,Chrysocolaptes festivus,OR,PICIFORMES,Picidae,Beloramena vatroleđa žuna
3727,Gecinulus grantia,OR,PICIFORMES,Picidae,Smeđi bambusov detlić
3728,Gecinulus viridis,OR,PICIFORMES,Picidae,Zeleni bambusov detlić
3729,Gecinulus rafflesii,OR,PICIFORMES,Picidae,Raflesov detlić
3730,Blythipicus rubiginosus,OR,PICIFORMES,Picidae,Maroon Woodpecker
3731,Blythipicus pyrrhotis,OR,PICIFORMES,Picidae,Bay Woodpecker
3732,Micropternus brachyurus,OR,PICIFORMES,Picidae,Kratkorepi crveni detlić
3733,Meiglyptes grammithorax,OR,PICIFORMES,Picidae,Buff-rumped Woodpecker
3734,Meiglyptes tristis,OR,PICIFORMES,Picidae,Žutoleđa žunica
3735,Meiglyptes jugularis,OR,PICIFORMES,Picidae,Crno-bela žunica
3736,Meiglyptes tukki,OR,PICIFORMES,Picidae,Žutovrata žunica
3737,Mulleripicus fulvus,AU,PICIFORMES,Picidae,Pepeljasti detlić
3738,Mulleripicus funebris,OR,PICIFORMES,Picidae,Severni čađavi detlić
3739,Mulleripicus fuliginosus,OR,PICIFORMES,Picidae,Južni čađavi detlić
3740,Mulleripicus pulverulentus,OR,PICIFORMES,Picidae,Great Slaty Woodpecker
3741,Cariama cristata,SA,CARIAMIFORMES,Cariamidae,Crvenonoga serijema
3742,Chunga burmeisteri,SA,CARIAMIFORMES,Cariamidae,Crnonoga serijema
3743,Daptrius ater,SA,FALCONIFORMES,Falconidae,Crna karakara
3744,Ibycter americanus,"MA, SA",FALCONIFORMES,Falconidae,Crvenogrla karakara
3745,Phalcoboenus carunculatus,SA,FALCONIFORMES,Falconidae,Karakara prugastog trbuha
3746,Phalcoboenus megalopterus,SA,FALCONIFORMES,Falconidae,Planinska karakara
